Unnamed: 0,headers_text,headers_link
619,"Llegan las heladas y los incendios a territorio colombiano
lun, 9 dic 2019
A mediados de diciembre comenzará la temporada seca en el territorio colombiano. El Instituto de Hidrología, Meteorología y Estudios Ambientales así lo dio a conocer ...",https://www.semana.com/medio-ambiente/articulo/llegan-las-heladas-y-los-incendios-a-territorio-colombiano/47929/
620,"El mundo vivió el segundo noviembre más cálido de los últimos 140 años
mar, 17 dic 2019
El pasado mes de noviembre se conviritó en el segundo más caluroso jamás registrado en la Tierra desde 1880 , después de noviembre de 2015, ...",https://www.semana.com/medio-ambiente/articulo/el-mundo-acaba-de-enfrentar-el-segundo-noviembre-mas-calido-de-los-ultimos-140-anos/48117/
621,"Deshielo de los polos será inminente en este siglo
mar, 13 nov 2018
El Acuerdo de París contra el cambio climático limita el aumento de la temperatura por debajo de 2º centígrados respecto a los niveles de la ...",https://www.semana.com/medio-ambiente/articulo/deshielo-de-los-polos-sera-inminente-en-este-siglo/42057/
622,"Por la temporada de lluvias aumenta la presencia de serpientes en el Meta
vie, 3 jun 2022
Durante los meses de abril y mayo, el equipo de médicos veterinarios de Cormacarena ha atendido más de 20 casos de presencia de serpientes como ...",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/por-la-temporada-de-lluvias-aumenta-la-presencia-de-serpientes-en-el-meta/202242/
623,"Misterioso ‘perro fantasma’ fue capturado vivo en Bolivia por primera vez; expertos explican por qué ...
vie, 10 mar 2023
Mucho se ha hablado en Suramérica del “Perro Fantasma” o “Perro del Amazonas”, pero nadie, hasta la fecha, había tenido la oportunidad de verlo vivo, ...",https://www.semana.com/mundo/articulo/misterioso-perro-fantasma-fue-capturado-vivo-en-bolivia-por-primera-vez-expertos-explican-por-que-causa-tanta-fascinacion/202301/
624,"Urbes verdes: necesitamos más que nunca árboles en las ciudades
mar, 28 jul 2020
Hasta hace relativamente poco tiempo, la gente aún pensaba que no había lugar para los árboles en las ciudades. Los habitantes, los coches, las casas ...",https://www.semana.com/las-ciudades-necesitan-la-siembra-de-muchos-arboles-noticias-hoy/53453/
625,"¿Sabe cómo es el clima en otros planetas?
lun, 9 sept 2019
A menudo nos quejamos del clima, particularmente a medida que los fenómenos extremos, como los huracanes, se vuelven más comunes aquí en la Tierra. Pero ...",https://www.semana.com/medio-ambiente/articulo/como-es-el-clima-en-otros-planetas/46676/
626,"Julio podría convertirse en el mes más caliente de la historia de la tierra
mar, 23 jul 2019
Julio se perfila para convertirse en el mes más cálido de la historia de la tierra. Las temperaturas extremas a las que se han enfrentado ...",https://www.semana.com/medio-ambiente/articulo/julio-podria-convertirse-en-el-mes-mas-caliente-de-la-historia-de-la-tierra/45108/
627,"Varios países están ""ahogados"" con la ola de calor que se agravará en los próximos ...
mié, 26 jun 2019
La ola de calor que sofoca a una gran parte de Europa se intensificará aún más este miércoles, con temperaturas de más de 40 grados ...",https://www.semana.com/medio-ambiente/articulo/varios-paises-estan-ahogados-con-la-ola-de-calor-que-se-agravara-en-los-proximos-dias/44707/
628,"A qué se debe la ola de calor infernal que azota Europa
vie, 28 jun 2019
Desde París a Berlín y Málaga, las ciudades europeas intentan proteger a sus habitantes del calor extraordinario que golpea el continente y que algunos medios ...",https://www.semana.com/medio-ambiente/articulo/a-que-se-debe-la-ola-de-calor-infernal-que-azota-europa/44758/
629,"Intensa ola de calor llegó hasta Alaska
vie, 5 jul 2019
La temperatura superó los 32 ºC en Anchorage, la mayor ciudad de Alaska, una temperatura que marca un récord histórico en un estado donde los ...",https://www.semana.com/medio-ambiente/articulo/intensa-ola-de-calor-llego-hasta-alaska/44912/
630,"Científicos perplejos por el clima: mientras Europa sufre el frío extremo de ""la bestia del ...
jue, 1 mar 2018
Hay algo que tiene intrigados a los meteorólogos. Mientras Europa se cubre de un inmenso manto blanco por la llamada la bestia del este"" y ...",https://www.semana.com/medio-ambiente/articulo/cambio-climatico-consecuencias-frio-extremo-en-europa-ola-de-calor-polo-norte/39624/
631,"¿Por qué está haciendo tanto frío en Bogotá?
mié, 24 ene 2018
Las últimas noches Bogotá le ha hecho honor a su apodo de ‘la nevera‘. El frío y el viento tienen congelados a los habitantes de ...",https://www.semana.com/bogota-frio-en-las-noches-es-normal-en-esta-epoca-del-ano/39392/
632,"‘Sin fuego, cero incendios’: MinAmbiente lanza campaña para mitigar los incendios forestales en Colombia
mié, 8 feb 2023
El año 2022 terminó con una gran influencia del fenómeno de La Niña, hecho que ha permitido la disminución del número de incendios registrados en ...",https://www.semana.com/sostenible/medio-ambiente/articulo/sin-fuego-cero-incendios-minambiente-lanza-campana-para-mitigar-los-incendios-forestales-en-el-colombia/202315/
633,"Agujero en la capa de ozono del Polo Norte comienza a cerrarse por ola de ...
sáb, 25 abr 2020
El Centro Europeo de Previsiones Meteorológicas a Plazo Medio (ECMWF por sus siglas en inglés), informó que el agujero más grande observado en el Ártico ...",https://www.semana.com/medio-ambiente/articulo/agujero-en-la-capa-de-ozono-del-polo-norte-comienza-a-cerrarse-por-ola-de-calor/50284/
634,"Se cerró el enorme agujero en la capa de ozono del Polo Norte
mié, 13 may 2020
El pasado mes de abril el Centro Europeo de Previsiones Meteorológicas a Plazo Medio (ECMWF por sus siglas en inglés) informó que el agujero más ...",https://www.semana.com/medio-ambiente/articulo/se-cerro-el-enorme-agujero-en-la-capa-de-ozono-del-polo-norte/50943/
635,"20 años le quedan a la humanidad para evitar el colapso del planeta
vie, 10 abr 2020
El Centro de Biodiversidad y Medio Ambiente de la University College London realizó un estudio sobre los efectos del cambio climático en la biodiversidad, cuyos ...",https://www.semana.com/medio-ambiente/articulo/20-anos-le-quedan-a-la-humanidad-para-evitar-el-colapso-del-planeta/49805/
636,"Declaran alerta amarilla en el suroccidente de Bogotá por mala calidad del aire
jue, 6 feb 2020
Las difíciles condiciones de calidad de aire que ha experimentado Bogotá en los últimos días llevaron al gobierno distrital a tomar la decisión de decretar ...",https://www.semana.com/medio-ambiente/articulo/declaran-alerta-amarilla-en-el-suroccidente-de-bogota-por-mala-calidad-del-aire/48507/
637,"Las lluvias registradas en Bogotá ayudan a mejorar la calidad del aire
dom, 9 feb 2020
El clima en Bogotá no deja de sorprender. Mientras en la mañana una densa neblina afectó las operaciones del aeropuerto El Dorado, retrasando algunos vuelos, ...",https://www.semana.com/medio-ambiente/articulo/las-lluvias-registradas-en-bogota-ayudan-a-mejorar-la-calidad-del-aire/48538/
638,"1.800 focos de calor se registran en la Amazonia
mar, 11 feb 2020
Las altas temperaturas que por estos días se registran en el territorio nacional siguen preocupando dada la posibilidad de que los incendios continúen incrementándose. A ...",https://www.semana.com/medio-ambiente/articulo/la-amenaza-de-incendios-llega-a-la-amazonia/48559/
639,"Arde la serranía de La Lindosa
vie, 1 mar 2019
Cesar, La Guajira, Magdalena, Bolívar, Guaviare, Meta, Córdoba y Casanare son los departamentos que albergan los 10 incendios forestales que siguen activos en el territorio ...",https://www.semana.com/medio-ambiente/articulo/arde-la-serrania-de-la-lindosa/43129/
640,"El 2018 fue uno de los años más calientes de la historia, según la ONU
jue, 29 nov 2018
La Organización Meteorológica Mundial (OMM), entidad dependiente de Naciones Unidas, informó que el año 2018 es el cuarto más caluroso desde que existen registros d",https://www.semana.com/medio-ambiente/articulo/el-2018-fue-uno-de-los-anos-mas-calientes-de-la-historia-segun-la-onu/42228/
641,"El Niño pone a temblar los bosques amazónicos
mié, 5 dic 2018
Mientras que la mayoría de colombianos alistan sus ánimos para celebrar las fiestas decembrinas, una época que para muchos representa felicidad, en medio de las ...",https://www.semana.com/medio-ambiente/articulo/el-nino-pone-a-temblar-los-bosques-amazonicos/42293/
642,"Shanghái registra la mayor ola de calor en 145 años
mié, 26 jul 2017
Al menos cuatro personas han muerto en Shanghái producto de una intensa ola de calor, considerada la cuarta más alta desde que los registros empezaron ...",https://www.semana.com/shanghai-registra-la-mayor-ola-de-calor-en-145-anos/38288/
643,"Más del 90 % de los países tendrán un año muy caluroso de cada dos, ...
jue, 6 ene 2022
Casi todos los países del mundo podrían experimentar temperaturas muy calurosas una vez cada dos años a partir de 2030, según un estudio publicado el ...",https://www.semana.com/sostenible/medio-ambiente/articulo/mas-del-90-de-los-paises-tendran-un-ano-muy-caluroso-de-cada-dos-segun-estudio/202230/
644,"El emocionante rescate de tres crías desamparadas de mapaches en el Huila
lun, 16 ene 2023
La Corporación Autónoma Regional del Alto Magdalena (CAM) recató a tres mapaches en el Huila, los cuales ya reciben el tratamiento correspondiente para evaluar el ...",https://www.semana.com/sostenible/medio-ambiente/articulo/el-emocionante-rescate-de-tres-crias-desamparadas-de-mapaches-en-el-huila/202358/
645,"Impresionantes imágenes de la ola de calor e incendios en Australia
jue, 19 dic 2019
Las temperaturas récord avivaron este jueves los devastadores incendios en Australia y las autoridades declararon el estado de emergencia en el estado de Nueva Gales ...",https://www.semana.com/medio-ambiente/articulo/impresionantes-imagenes-de-la-ola-de-calor-e-incendios-en-australia/48133/
646,"El intenso calor récord en Noruega lleva a los renos a refugiarse en los túneles
jue, 2 ago 2018
Hace mucho calor desde hace semanas en el norte de Noruega . Los animales se retiran hacia lugares un poco más frescos"", explicó el jueves ...",https://www.semana.com/medio-ambiente/articulo/noruega-renos-se-refugian-en-tuneles-por-intenso-calor/41249/
647,"ONU: 2016 será el año más caluroso de la historia
mar, 15 nov 2016
Desde que hay registros de las temperaturas en el planeta, es decir desde el siglo XIX, jamás se había tenido un año tan caluroso como ...",https://www.semana.com/onu-2016-sera-el-ano-mas-caluroso-de-la-historia/36478/
648,"Acuerdo de París cada vez más cerca de ser ratificado
jue, 22 sept 2016
El histórico acuerdo de París sobre el cambio climático está más cerca de hacerse realidad después de que otros 31 países lo ratificaran este mié",https://www.semana.com/acuerdo-de-paris-cada-vez-mas-cerca-de-ser-ratificado/36116/
649,"Incendios forestales en Meta y Vichada afectan la calidad del aire de Bogotá
vie, 30 dic 2022
La Secretaría Distrital de Ambiente informó que, en las últimas horas, la Red de Monitoreo de Calidad del Aire ha registrado un incremento en la ...",https://www.semana.com/sostenible/medio-ambiente/articulo/incendios-forestales-en-meta-y-vichada-afectan-la-calidad-del-aire-de-bogota/202232/
650,"¿Por qué la ola de calor no está dejando operar adecuadamente la red de trenes?
jue, 25 jul 2019
El operador de trenes de alta velocidad Thalys anunció este jueves la suspensión de la venta de billetes en todas sus líneas por la ola ...",https://www.semana.com/medio-ambiente/articulo/ola-de-calor-en-europa-provoca-perturbaciones-en-red-de-trenes/45134/
651,"Alerta por ola de calor que se avecina
dom, 23 jun 2019
La agencia meteorológica española AEMET indicó en su último boletín que se superarán los 35ºC en amplias zonas del interior peninsular, incluso es bas",https://www.semana.com/alerta-por-ola-de-calor-que-se-avecina/44688/
652,"Glaciares del Himalaya se derriten dos veces más rápido desde inicio de siglo
dom, 23 jun 2019
Un equipo de investigadores descubrió que los glaciares del Himalaya se derriten a un ritmo dos veces mayor desde comienzos del siglo XXI debido al ...",https://www.semana.com/glaciares-del-himalaya-se-derriten-dos-veces-mas-rapido-desde-inicio-de-siglo/44683/
653,"Habrá ""infierno"" en Groenlandia
mié, 19 jun 2019
Aún no ha llegado el verano y los científicos ya temen un infierno en Groenlandia debido a las temperaturas récord y a la anticipación del ...",https://www.semana.com/medio-ambiente/articulo/habra-infierno-en-groenlandia/44651/
654,"Tragedia ambiental: aparecen muertos miles de peces en una playa de Australia
mar, 29 nov 2022
Este fin de semana, los habitantes de la playa Semaphore Beach, cerca de Adelaida, la capital del estado de Australia Meridional, se sorprendieron con la ...",https://www.semana.com/sostenible/medio-ambiente/articulo/tragedia-ambiental-aparecen-muertos-miles-de-peces-en-una-playa-de-australia/202218/
655,"Lanzan la película ‘Heliconias’, que busca promover el cuidado del medio ambiente
jue, 1 dic 2022
“ No hace falta que las plantas nos hablen, pero si lo hacen, seguramente nos llamarían la atención ”. Con esta frase, los realizadores de ...",https://www.semana.com/cultura/cine/articulo/lanzan-la-pelicula-heliconias-que-busca-promover-el-cuidado-del-medio-ambiente/202245/
656,"Colombia, a punto de arder
jue, 27 dic 2018
A comienzos de diciembre, Ricardo Lozano, ministro de Ambiente y Desarrollo Sostenible, dijo que el Fenómeno de El Niño ya tenía una madurez del 90 ...",https://www.semana.com/medio-ambiente/articulo/colombia-a-punto-de-arder/42499/
657,"“Mafias camuflan su accionar en la sequía para hacer rutas y vías en la selva”: ...
lun, 14 ene 2019
Más de 110 municipios de Colombia están en alerta roja por presentar posibles incendios forestales. Así lo indica el último reporte del Instituto de Hidrología, ...",https://www.semana.com/medio-ambiente/articulo/mafias-camuflan-su-accionar-en-la-sequia-para-hacer-rutas-y-vias-en-la-selva-movimiento-ambientalista-colombiano/42606/
658,"En Alemania los ríos desaparecen y los peces mueren por ola de calor
mié, 8 ago 2018
El río Dreisam apenas tiene una longitud de 30 kilómetros. Pero la gente de Friburgo está muy orgullosa de su río, que traviesa la ciudad. ...",https://www.semana.com/medio-ambiente/articulo/en-alemania-los-peces-mueren-y-los-rios-desaparecen-por-el-calor/41312/
659,"Julio de 2016, el mes más caluroso en 137 años de registros
mié, 17 ago 2016
Científicos del gobierno estadounidense aseguraron este miércoles que el mes de julio del 2016 registró la temperatura más alta desde que se comenzaron las mediciones ...",https://www.semana.com/medio-ambiente/articulo/julio-de-2016-el-mes-mas-caluroso-en-137-anos-de-registros/35855/
660,"“2015 fue el más cálido de todos los años registrados”
jue, 4 ago 2016
De acuerdo con este estudio, el clima en 2015 estuvo muy influenciado por el fenómeno de El Niño, que impactó al planeta de una forma ...",https://www.semana.com/clima-2015-fue-el-mas-calido-de-todos-los-anos-registrados/35767/
661,"Calidad del aire en Colombia se verá afectada por ocurrencia de incendios
sáb, 6 feb 2021
Entre 1 y 2 de febrero fueron detectados satelitalmente en la superficie de Colombia 1.019 puntos de calor, informó el Instituto de Hidrología, Meteorología y ...",https://www.semana.com/calidad-del-aire-en-colombia-se-vera-afectada-por-ocurrencia-de-incendios/59196/
662,"Así es el plan de China para ""sembrar nubes"" en la mitad de su territorio
mié, 10 feb 2021
Pekín es una de las ciudades más contaminadas del mundo, pero si hay un día en el que con casi total seguridad el cielo se ...",https://www.semana.com/china-busca-sembrar-nubes-en-la-mitad-de-su-territorio---mundo-hoy/59284/
663,"EN IMÁGENES: Así desafían los animales y plantas el frío del invierno
jue, 24 dic 2020
Cuando llega el invierno con toda su crudeza, los árboles dejan de crecer para ahorrar energía. La escasez de agua puede convertirse en un problema ...",https://www.semana.com/medio-ambiente/articulo/en-imagenes-asi-desafian-los-animales-y-plantas-el-frio-del-invierno/58392/
664,"""La humanidad está en guerra contra la naturaleza y esto es suicida"": ONU
jue, 3 dic 2020
Las noticias de lo que sucede con el planeta son cada vez menos alentadoras. Hace apenas una semana se conoció el incremento en las emisiones ...",https://www.semana.com/medio-ambiente/articulo/la-humanidad-esta-en-guerra-contra-la-naturaleza-y-esto-es-suicida-onu/57990/
665,"El Ártico sigue muriendo: 2020 fue uno de los años más cálidos en esa región
mar, 8 dic 2020
El Ártico se calienta dos veces más rápido que el resto de la Tierra, confirmó un informe sobre la degradación de esta remota región septentrional ...",https://www.semana.com/medio-ambiente/articulo/el-artico-sigue-muriendo-2020-fue-uno-de-los-anos-mas-calidos-en-esa-region/58111/
666,"Qué es la ""bomba meteorológica"", la tormenta invernal que azota con violencia la costa este ...
vie, 5 ene 2018
Una severa tormenta azota actualmente el este de América del Norte, haciendo que se prolongue aún más la ola de frío que comenzó alrededor de ...",https://www.semana.com/que-es-la-bomba-meteorologica-la-tormenta-invernal-que-azota-con-violencia-la-costa-este-de-estados-unidos/39301/
667,"Tormenta Julia: ¿cuáles son las condiciones para que se conformen los ciclones tropicales?
sáb, 8 oct 2022
Así como lo advirtió el Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam), en la mañana de este sábado 8 de octubre, cuando la tormenta ...",https://www.semana.com/sostenible/medio-ambiente/articulo/tormenta-julia-cuales-son-las-condiciones-para-que-se-conformen-los-ciclones-tropicales/202235/
668,"Científicos descongelaron gusanos prehistóricos que tenían 32.000 y 41.700 años
jue, 12 nov 2020
Una historia que parece sacada de la ciencia ficción acaba de ser dada a conocer. Increíblemente un grupo de científicos rusos logró descongelar dos gusanos ...",https://www.semana.com/medio-ambiente/articulo/cientificos-descongelaron-gusanos-prehistoricos-que-tenian-32000-y-41700-anos/57380/
669,"El sur de Asia sería inhabitable en el año 2100
vie, 4 ago 2017
Las altas temperaturas provocadas por el calentamiento global amenazan con transformar en una zona inhabitable el sur de Asia para 2100, según una investigación realizada ...",https://www.semana.com/sur-de-asia-seria-inhabitable-en-el-ano-2100/38360/
670,"Incendios forestales: alerta en tres departamentos
mié, 15 feb 2017
El inicio del 2017 se ha caracterizado por un inusual aumento en las temperaturas de varios lugares de la geografía nacional, incluso en 25 de ...",https://www.semana.com/incendios-forestales-se-activa-alerta-en-tres-departamentos/37113/
671,"Desaceleración del calentamiento global solo fue una ilusión
jue, 5 ene 2017
Durante 15 años, entre 1998 y 2014, una aparente desaceleración del calentamiento global dio argumento a los escépticos para afirmar que el fenómeno era un ...",https://www.semana.com/desaceleracion-del-calentamiento-global-entre-1998-y-2014-fue-una-ilusion/36794/
672,"Colombia tiene una nueva especie de frailejón
vie, 5 jun 2020
Una nueva especie de frailejón, planta fundamental para mantener caudales de ríos y quebradas, fue descubierta en una montaña del noroeste de Colombia, segundo país ...",https://www.semana.com/medio-ambiente/articulo/colombia-tiene-una-nueva-especie-de-frailejon/51657/
673,"¿Qué pasará con los océanos y la agricultura si se acentúa el calentamiento global?
lun, 24 feb 2020
El calentamiento global es una de las preocupaciones latentes de la humanidad y por ello la importancia de que se evalúen acciones que puedan mitigar ...",https://www.semana.com/medio-ambiente/articulo/que-pasara-con-los-oceanos-y-la-agricultura-si-se-acentua-el-calentamiento-global/48695/
674,"¿Cuál es la importancia de estas 10 especies y por qué se debe evitar su ...
mar, 3 mar 2020
Son millones las especies de fauna que hoy se encuentran bajo amenaza. La depredación de los suelos, la caza furtiva, la tala de bosques y ...",https://www.semana.com/medio-ambiente/articulo/cual-es-la-importancia-de-estas-10-especies-y-por-que-se-debe-evitar-su-extincion/48847/
675,"¡Prepárese!: se adelantaron las lluvias
lun, 9 mar 2020
La temporada seca está llegando a su fin y los cambios repentinos de temperatura podrían generar afecciones en la salud. El Instituto de Hidrología y ...",https://www.semana.com/medio-ambiente/articulo/preparese-la-temporada-de-lluvias-se-adelanto/48920/
676,"Más de 35.000 bovinos han muerto por cuenta de la temporada seca
vie, 14 feb 2020
La sequía y las altas temperaturas que por estos días se presentan en diferentes regiones del país están acabando con la vida de miles de ...",https://www.semana.com/mas-de-35000-bovinos-han-muerto-por-cuenta-de-la-temporada-seca/48602/
677,"Incendios están arrasando con la Sierra Nevada de Santa Marta
vie, 14 feb 2020
Seis días completan los incendios en el sector conocido como San Pedro de la Sierra , en jurisdicción del municipio de Ciénaga (Magdalena). El difícil ...",https://www.semana.com/incendios-estan-arrasando-con-la-sierra-nevada-de-santa-marta/48597/
678,"La sequía está matando a los monos aulladores en Córdoba
mar, 18 feb 2020
Tendido sobre hojas secas yace su cadáver. Boca abajo y con las manos extendidas fue hallado por campesinos. La falta de alimento e deshidratación eran ...",https://www.semana.com/medio-ambiente/articulo/la-sequia-esta-matando-a-los-monos-aulladores-en-cordoba/48671/
679,"100 hectáreas del Páramo del Almorzadero han sido arrasadas por las llamas
mié, 5 feb 2020
Frailejones, pajonales, gramíneas y puyas son algunas de las especies de vegetación nativa que han sido consumidas por el fuego en el Páramo del Almorzadero, ...",https://www.semana.com/medio-ambiente/articulo/100-hectareas-del-paramo-del-almorzadero-han-sido-arrasadas-por-las-llamas/48463/
680,"30.000 productores afectados por las heladas en Boyacá y Cundinamarca
lun, 10 feb 2020
Aunque todavía no hay cifras oficiales consolidadas, solo en Boyacá y Cundinamarca cerca de 30.000 productores se han visto afectados hasta el momento por las ...",https://www.semana.com/medio-ambiente/articulo/heladas-e-incendios-se-mantendran-hasta-marzo-en-colombia/48539/
681,"Alerta: 15 incendios están activos en el país
mié, 12 feb 2020
Los incendios no dan tregua. Este miércoles un total de 15 conflagraciones se encuentran activas en ocho departamentos del país, como consecuencia de las altas ...",https://www.semana.com/medio-ambiente/articulo/15-incendios-estan-activos-en-el-pais/48570/
682,"'Frío' panorama para los alimentos y las flores
jue, 7 ene 2010
Las bajas temperaturas que se han registrado en lo que va corrido del 2010 auguran un difícil panorama al sector agrícola y floricultor en Colombia. ...",https://www.semana.com/nacion/medio-ambiente/articulo/frio-panorama-para-alimentos-flores/111694-3/
683,"Oso Chucho: ¿mejor libre o en cautiverio?
mié, 22 ene 2020
El dilema en torno a cuál debe ser la decisión que más le conviene al oso Chucho para su futuro, está sobre la mesa. En ...",https://www.semana.com/medio-ambiente/articulo/que-es-lo-que-mas-le-conviene-al-oso-chucho/48336/
684,"Laguna de Sonso, en el Valle, presenta altos niveles de contaminación
mié, 25 dic 2019
La laguna de Sonso presenta un alto grado de contaminación, producto de las actividades humanas , lo que ha llevado a que esta zona no ...",https://www.semana.com/medio-ambiente/articulo/laguna-de-sonso-en-el-valle-presenta-altos-niveles-de-contaminacion/48215/
